protein_id,accession,prophage_id,original_product,length_aa,putative_function,nearest_neighbor_protein_id,nearest_neighbor_prophage_id,cosine_similarity,confidence
GCF_000010145.1__pp3__759458-769856__LAF_RS03835,GCF_000010145.1,pp3,hypothetical protein,104,phBC6A51 family helix-turn-helix protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11535,pp4,0.9605,high
GCF_000010145.1__pp3__759458-769856__LAF_RS11345,GCF_000010145.1,pp3,hypothetical protein,51,phage tail tube assembly chaperone,GCF_000010145.1__pp2__531913-574579__LAF_RS02765,pp2,0.9838,high
GCF_000010145.1__pp3__759458-769856__LAF_RS03860,GCF_000010145.1,pp3,hypothetical protein,103,tail assembly chaperone,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09235,pp2,0.9755,high
GCF_000010145.1__pp3__759458-769856__LAF_RS03865,GCF_000010145.1,pp3,hypothetical protein,60,XkdX family protein,GCF_001704335.1__pp2__462968-500215__AVR83_RS18545,pp2,0.9813,high
GCF_000010145.1__pp3__759458-769856__LAF_RS03875,GCF_000010145.1,pp3,hypothetical protein,84,DUF771 domain-containing protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11610,pp4,0.9908,high
GCF_000010145.1__pp3__759458-769856__LAF_RS11375,GCF_000010145.1,pp3,hypothetical protein,45,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.9554,high
GCF_000010145.1__pp3__759458-769856__LAF_RS03880,GCF_000010145.1,pp3,hypothetical protein,69,DUF6877 family protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10380,pp3,0.9804,high
GCF_000010145.1__pp4__2020451-2042852__LAF_RS10160,GCF_000010145.1,pp4,hypothetical protein,158,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9818,high
GCF_000010145.1__pp4__2020451-2042852__LAF_RS10170,GCF_000010145.1,pp4,hypothetical protein,128,superinfection exclusion B family protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06225,pp2,0.9645,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08745,GCF_000011985.1,pp1,hypothetical protein,179,DUF3021 domain-containing protein,GCF_000165775.1__pp1__974932-1003815__R0052_RS05170,pp1,0.9546,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08750,GCF_000011985.1,pp1,hypothetical protein,60,DUF2273 domain-containing protein,GCF_001704335.1__pp8__24101-56829__AVR83_RS17455,pp8,0.9733,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08755,GCF_000011985.1,pp1,hypothetical protein,71,DUF1056 family protein,GCF_001704335.1__pp1__2461-18355__AVR83_RS00075,pp1,0.9824,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08760,GCF_000011985.1,pp1,hypothetical protein,51,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9741,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08765,GCF_000011985.1,pp1,hypothetical protein,64,bacteriocin class II family protein,GCF_000011985.1__pp1__1811745-1823767__LBA_RS08795,pp1,0.9782,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08770,GCF_000011985.1,pp1,hypothetical protein,63,ASCH domain-containing protein,GCF_000165775.1__pp2__1078648-1089876__R0052_RS05540,pp2,0.9695,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08780,GCF_000011985.1,pp1,hypothetical protein,196,ABC transporter permease,GCF_000010145.1__pp4__2020451-2042852__LAF_RS10190,pp4,0.9516,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08790,GCF_000011985.1,pp1,hypothetical protein,134,DUF3021 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS07870,pp5,0.9814,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08810,GCF_000011985.1,pp1,hypothetical protein,63,HK97 gp10 family phage protein,GCF_000014425.1__pp1__600763-679301__LGAS_RS03025,pp1,0.9484,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS09700,GCF_000011985.1,pp1,hypothetical protein,53,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9659,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS08815,GCF_000011985.1,pp1,hypothetical protein,208,DUF3021 domain-containing protein,GCF_000165775.1__pp1__974932-1003815__R0052_RS05170,pp1,0.9794,high
GCF_000011985.1__pp1__1811745-1823767__LBA_RS09705,GCF_000011985.1,pp1,hypothetical protein,58,"bacteriocin-like peptide, LSEI_2386 family",GCF_000011985.1__pp1__1811745-1823767__LBA_RS09695,pp1,0.9555,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09625,GCF_000014425.1,pp1,hypothetical protein,45,DUF5049 domain-containing protein,GCF_000014425.1__pp2__1464980-1483558__LGAS_RS07280,pp2,0.9835,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02850,GCF_000014425.1,pp1,hypothetical protein,92,head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10540,pp3,0.9905,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09630,GCF_000014425.1,pp1,hypothetical protein,48,phage head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10325,pp3,0.9791,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02860,GCF_000014425.1,pp1,hypothetical protein,110,Prophage Lp4 protein 12,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2032,pp2,0.9903,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02890,GCF_000014425.1,pp1,hypothetical protein,61,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9832,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02895,GCF_000014425.1,pp1,hypothetical protein,70,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9855,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02905,GCF_000014425.1,pp1,hypothetical protein,87,DUF1642 domain-containing protein,GCF_000023085.1__pp2__513673-552269__JDM1_RS02480,pp2,0.9834,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02910,GCF_000014425.1,pp1,hypothetical protein,66,prophage P3 protein 9,GCF_000203855.3__pp4__2999326-3007279__LP_RS14120,pp4,0.9694,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02915,GCF_000014425.1,pp1,hypothetical protein,118,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9885,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02920,GCF_000014425.1,pp1,hypothetical protein,84,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9754,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02930,GCF_000014425.1,pp1,hypothetical protein,73,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.9852,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09745,GCF_000014425.1,pp1,hypothetical protein,43,HIRAN domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08525,pp3,0.9664,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02935,GCF_000014425.1,pp1,hypothetical protein,96,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9881,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02940,GCF_000014425.1,pp1,hypothetical protein,72,DUF5049 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08000,pp5,0.9835,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09550,GCF_000014425.1,pp1,hypothetical protein,56,transcriptional regulator,GCF_000016825.1__pp1__733651-741034__LREU_RS03620,pp1,0.9624,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02945,GCF_000014425.1,pp1,hypothetical protein,176,phage related protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01590,pp1,0.9879,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS02970,GCF_000014425.1,pp1,hypothetical protein,218,DUF1828 domain-containing protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04750,pp1,0.9899,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03000,GCF_000014425.1,pp1,hypothetical protein,65,HIRAN domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08525,pp3,0.9699,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03010,GCF_000014425.1,pp1,hypothetical protein,360,class 1b ribonucleoside-diphosphate reductase subunit alpha,GCF_000148815.2__pp5__12196-41603__LPST_RS15205,pp5,0.9881,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03020,GCF_000014425.1,pp1,hypothetical protein,120,head-tail adaptor protein,GCF_000016825.1__pp1__733651-741034__LREU_RS03580,pp1,0.9859,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03035,GCF_000014425.1,pp1,hypothetical protein,72,DUF6096 family protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01695,pp1,0.9804,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03060,GCF_000014425.1,pp1,hypothetical protein,226,phage lysin,GCF_000023085.1__pp2__513673-552269__JDM1_RS15785,pp2,0.9848,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03085,GCF_000014425.1,pp1,putative phage tail protein,186,class 1b ribonucleoside-diphosphate reductase subunit alpha,GCF_000148815.2__pp5__12196-41603__LPST_RS15205,pp5,0.9846,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03095,GCF_000014425.1,pp1,hypothetical protein,169,Prophage Lp1 protein 56,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1976,pp2,0.9755,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03105,GCF_000014425.1,pp1,hypothetical protein,139,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.9836,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03110,GCF_000014425.1,pp1,hypothetical protein,92,phage holin,GCF_000008065.1__pp1__327894-370611__LJ_RS01735,pp1,0.9508,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09635,GCF_000014425.1,pp1,hypothetical protein,45,DUF5049 domain-containing protein,GCF_000014425.1__pp2__1464980-1483558__LGAS_RS07280,pp2,0.9835,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03155,GCF_000014425.1,pp1,hypothetical protein,92,head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10540,pp3,0.9905,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09640,GCF_000014425.1,pp1,hypothetical protein,48,phage head-tail connector protein,GCF_000203855.3__pp3__2163938-2219895__LP_RS10325,pp3,0.9791,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03165,GCF_000014425.1,pp1,hypothetical protein,110,Prophage Lp4 protein 12,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2032,pp2,0.9903,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03195,GCF_000014425.1,pp1,hypothetical protein,61,phage head-tail connector protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10550,pp5,0.9832,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03200,GCF_000014425.1,pp1,hypothetical protein,70,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9855,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03210,GCF_000014425.1,pp1,hypothetical protein,87,DUF1642 domain-containing protein,GCF_000023085.1__pp2__513673-552269__JDM1_RS02480,pp2,0.9834,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03215,GCF_000014425.1,pp1,hypothetical protein,66,prophage P3 protein 9,GCF_000203855.3__pp4__2999326-3007279__LP_RS14120,pp4,0.9694,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03220,GCF_000014425.1,pp1,hypothetical protein,118,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9885,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03225,GCF_000014425.1,pp1,hypothetical protein,84,sporulation protein Cse60,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06240,pp2,0.9754,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03235,GCF_000014425.1,pp1,hypothetical protein,73,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.9852,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09755,GCF_000014425.1,pp1,hypothetical protein,43,HIRAN domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08525,pp3,0.9664,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03240,GCF_000014425.1,pp1,hypothetical protein,96,RusA family crossover junction endodeoxyribonuclease,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09390,pp2,0.9881,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03245,GCF_000014425.1,pp1,hypothetical protein,72,DUF5049 domain-containing protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08000,pp5,0.9835,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS09560,GCF_000014425.1,pp1,hypothetical protein,56,transcriptional regulator,GCF_000016825.1__pp1__733651-741034__LREU_RS03620,pp1,0.9624,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03250,GCF_000014425.1,pp1,hypothetical protein,176,phage related protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01590,pp1,0.9879,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03275,GCF_000014425.1,pp1,hypothetical protein,218,DUF1828 domain-containing protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04750,pp1,0.9899,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03305,GCF_000014425.1,pp1,hypothetical protein,65,HIRAN domain-containing protein,GCF_000148815.2__pp3__1793105-1845954__LPST_RS08525,pp3,0.9699,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03315,GCF_000014425.1,pp1,hypothetical protein,360,class 1b ribonucleoside-diphosphate reductase subunit alpha,GCF_000148815.2__pp5__12196-41603__LPST_RS15205,pp5,0.9881,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03325,GCF_000014425.1,pp1,hypothetical protein,120,head-tail adaptor protein,GCF_000016825.1__pp1__733651-741034__LREU_RS03580,pp1,0.9859,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03340,GCF_000014425.1,pp1,hypothetical protein,72,DUF6096 family protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01695,pp1,0.9804,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03365,GCF_000014425.1,pp1,hypothetical protein,226,phage lysin,GCF_000023085.1__pp2__513673-552269__JDM1_RS15785,pp2,0.9848,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03390,GCF_000014425.1,pp1,putative phage tail protein,186,class 1b ribonucleoside-diphosphate reductase subunit alpha,GCF_000148815.2__pp5__12196-41603__LPST_RS15205,pp5,0.9846,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03400,GCF_000014425.1,pp1,hypothetical protein,169,Prophage Lp1 protein 56,GCA_000392485.2__pp2__2026993-2083990__LBP_cg1976,pp2,0.9755,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03410,GCF_000014425.1,pp1,hypothetical protein,139,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.9836,high
GCF_000014425.1__pp1__600763-679301__LGAS_RS03415,GCF_000014425.1,pp1,hypothetical protein,92,phage holin,GCF_000008065.1__pp1__327894-370611__LJ_RS01735,pp1,0.9508,high
GCF_000014425.1__pp2__1464980-1483558__LGAS_RS07255,GCF_000014425.1,pp2,hypothetical protein,155,ArpU family phage packaging/lysis transcriptional regulator,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09345,pp2,0.9851,high
GCF_000014425.1__pp2__1464980-1483558__LGAS_RS07275,GCF_000014425.1,pp2,hypothetical protein,206,"cob(I)yrinic acid a,c-diamide adenosyltransferase",GCF_041888805.1__pp7__1962103-2002786__ACEPPB_RS09860,pp7,0.982,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02340,GCF_000014525.1,pp1,hypothetical protein,86,ASCH domain-containing protein,GCF_000008065.1__pp1__327894-370611__LJ_RS01620,pp1,0.9813,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02345,GCF_000014525.1,pp1,hypothetical protein,206,DUF4393 domain-containing protein,GCF_000165775.1__pp3__1750321-1777635__R0052_RS10925,pp3,0.9732,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02350,GCF_000014525.1,pp1,hypothetical protein,78,phage tail assembly chaperone,GCF_000014425.1__pp1__600763-679301__LGAS_RS03050,pp1,0.9761,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02355,GCF_000014525.1,pp1,putative zinc ribbon protein,235,DUF2321 domain-containing protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06290,pp2,0.9854,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02370,GCF_000014525.1,pp1,hypothetical protein,82,recombinase family protein,GCF_041888805.1__pp5__1559525-1628400__ACEPPB_RS08060,pp5,0.9756,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02375,GCF_000014525.1,pp1,hypothetical protein,66,phage tail assembly chaperone G,GCF_000338115.2__pp2__1430063-1473182__ZJ316_RS06820,pp2,0.9881,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02390,GCF_000014525.1,pp1,hypothetical protein,59,P27 family phage terminase small subunit,GCF_000023085.1__pp2__513673-552269__JDM1_RS02520,pp2,0.9878,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02405,GCF_000014525.1,pp1,hypothetical protein,67,phage head-tail connector protein,GCF_000203855.3__pp1__590128-628381__LP_RS02880,pp1,0.9901,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02410,GCF_000014525.1,pp1,hypothetical protein,181,DUF4393 domain-containing protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09470,pp2,0.9701,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02440,GCF_000014525.1,pp1,hypothetical protein,140,"phage major tail protein, TP901-1 family",GCF_000008065.1__pp2__1286306-1330377__LJ_RS06155,pp2,0.9845,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02445,GCF_000014525.1,pp1,hypothetical protein,245,head-tail connector protein,GCF_000338115.2__pp4__2405913-2448170__ZJ316_RS11500,pp4,0.987,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02450,GCF_000014525.1,pp1,hypothetical protein,95,DUF771 domain-containing protein,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10310,pp5,0.9745,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02455,GCF_000014525.1,pp1,hypothetical protein,110,transcriptional regulator,GCF_000016825.1__pp1__733651-741034__LREU_RS03620,pp1,0.9703,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS14645,GCF_000014525.1,pp1,hypothetical protein,99,GcrA family cell cycle regulator,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09330,pp2,0.9747,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02505,GCF_000014525.1,pp1,hypothetical protein,92,head protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06195,pp2,0.9876,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02510,GCF_000014525.1,pp1,hypothetical protein,88,RusA family crossover junction endodeoxyribonuclease,GCF_001704335.1__pp5__2192291-2268807__AVR83_RS10450,pp5,0.9731,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS14190,GCF_000014525.1,pp1,hypothetical protein,58,protein-tyrosine phosphatase family protein,GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09445,pp2,0.9817,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02515,GCF_000014525.1,pp1,hypothetical protein,75,phage holin family protein,GCF_000023085.1__pp2__513673-552269__JDM1_RS02615,pp2,0.9763,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02520,GCF_000014525.1,pp1,hypothetical protein,413,recombinase RecT,GCF_000010145.1__pp3__759458-769856__LAF_RS03885,pp3,0.964,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02535,GCF_000014525.1,pp1,hypothetical protein,192,Prophage Lp3 protein 24,GCA_000392485.2__pp2__2026993-2083990__LBP_cg2019,pp2,0.9788,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02550,GCF_000014525.1,pp1,hypothetical protein,111,LPXTG cell wall anchor domain-containing protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS15705,pp2,0.9734,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02555,GCF_000014525.1,pp1,hypothetical protein,198,tail assembly chaperone,GCF_000412205.1__pp2__2033545-2090819__LP16_RS09625,pp2,0.9896,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02570,GCF_000014525.1,pp1,hypothetical protein,214,thioredoxin family protein,GCF_000014525.1__pp1__501259-545033__LSEI_RS02575,pp1,0.9574,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02580,GCF_000014525.1,pp1,hypothetical protein,273,potassium-transporting ATPase subunit KdpC,GCF_000148815.2__pp5__12196-41603__LPST_RS15250,pp5,0.9716,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02585,GCF_000014525.1,pp1,hypothetical protein,59,phage head-tail connector protein,GCF_000008065.1__pp2__1286306-1330377__LJ_RS06175,pp2,0.984,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02590,GCF_000014525.1,pp1,hypothetical protein,84,helix-turn-helix domain-containing protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS07250,pp2,0.9531,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02595,GCF_000014525.1,pp1,hypothetical protein,145,tail assembly chaperone,GCF_001704335.1__pp4__2129360-2166303__AVR83_RS10080,pp4,0.9816,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS02605,GCF_000014525.1,pp1,hypothetical protein,81,phage head-tail connector protein,GCF_014131735.1__pp1__1061088-1107946__E5260_RS04995,pp1,0.9811,high
GCF_000014525.1__pp1__501259-545033__LSEI_RS14720,GCF_000014525.1,pp1,putative holin-like toxin,20,LPXTG cell wall anchor domain-containing protein,GCF_000026505.1__pp2__1528627-1569239__LGG_RS15705,pp2,0.9612,high
GCF_000014525.1__pp2__1905582-1950646__LSEI_RS09195,GCF_000014525.1,pp2,hypothetical protein,96,hemolysin XhlA family protein,GCF_000023085.1__pp3__1024428-1064020__JDM1_RS05025,pp3,0.9719,high
